C_CODE,I_CODE,YEAR,MEASUREMENTS
FRA,SP.POP.0014.TO,1972,12953957
FRA,SP.POP.0014.TO,1973,12996982
FRA,SP.POP.0014.TO,1974,13004307
FRA,SP.POP.0014.TO,1975,12954947
FRA,SP.POP.0014.TO,1976,12907528
FRA,SP.POP.0014.TO,1977,12789368
FRA,SP.POP.0014.TO,1978,12629160
FRA,SP.POP.0014.TO,1979,12478393
FRA,SP.POP.0014.TO,1980,12367154
FRA,SP.POP.0014.TO,1981,12219937
FRA,SP.POP.0014.TO,1982,12152419
FRA,SP.POP.0014.TO,1983,12128763
FRA,SP.POP.0014.TO,1984,12091956
FRA,SP.POP.0014.TO,1985,12016009
FRA,SP.POP.0014.TO,1986,12007218
FRA,SP.POP.0014.TO,1987,11930951
FRA,SP.POP.0014.TO,1988,11822440
FRA,SP.POP.0014.TO,1989,11736214
FRA,SP.POP.0014.TO,1990,11694424
FRA,SP.POP.0014.TO,1991,11648233
FRA,SP.POP.0014.TO,1992,11643715
FRA,SP.POP.0014.TO,1993,11660900
FRA,SP.POP.0014.TO,1994,11665259
FRA,SP.POP.0014.TO,1995,11646006
FRA,SP.POP.0014.TO,1996,11616047
FRA,SP.POP.0014.TO,1997,11582790
FRA,SP.POP.0014.TO,1998,11544253
FRA,SP.POP.0014.TO,1999,11519631
FRA,SP.POP.0014.TO,2000,11516741
FRA,SP.POP.0014.TO,2001,11560114
FRA,SP.POP.0014.TO,2002,11589483
FRA,SP.POP.0014.TO,2003,11611206
FRA,SP.POP.0014.TO,2004,11641681
FRA,SP.POP.0014.TO,2005,11684235
FRA,SP.POP.0014.TO,2006,11757021
FRA,SP.POP.0014.TO,2007,11830508
FRA,SP.POP.0014.TO,2008,11902096
FRA,SP.POP.0014.TO,2009,11964879
FRA,SP.POP.0014.TO,2010,12015681
FRA,SP.POP.0014.TO,2011,12080460
FRA,SP.POP.0014.TO,2012,12138462
FRA,SP.POP.0014.TO,2013,12188810
FRA,SP.POP.0014.TO,2014,12218909
FRA,SP.POP.0014.TO,2015,12221489
FRA,SP.POP.0014.TO,2016,12198919
FRA,SP.POP.0014.TO,2017,12109162
FRA,SP.POP.0014.TO,2018,12028541
FRA,SP.POP.1564.TO,1960,28899677
FRA,SP.POP.1564.TO,1961,29197270
FRA,SP.POP.1564.TO,1962,29618271
FRA,SP.POP.1564.TO,1963,30116726
FRA,SP.POP.1564.TO,1964,30609253
FRA,SP.POP.1564.TO,1965,31045314
FRA,SP.POP.1564.TO,1966,31352724
FRA,SP.POP.1564.TO,1967,31629373
FRA,SP.POP.1564.TO,1968,31881112
FRA,SP.POP.1564.TO,1969,32127843
FRA,SP.POP.1564.TO,1970,32385285
FRA,SP.POP.1564.TO,1971,32637157
FRA,SP.POP.1564.TO,1972,32891142
FRA,SP.POP.1564.TO,1973,33150171
FRA,SP.POP.1564.TO,1974,33422769
FRA,SP.POP.1564.TO,1975,33712734
FRA,SP.POP.1564.TO,1976,33922691
FRA,SP.POP.1564.TO,1977,34161062
FRA,SP.POP.1564.TO,1978,34436452
FRA,SP.POP.1564.TO,1979,34754495
FRA,SP.POP.1564.TO,1980,35117967
FRA,SP.POP.1564.TO,1981,35564430
FRA,SP.POP.1564.TO,1982,36022996
FRA,SP.POP.1564.TO,1983,36479086
FRA,SP.POP.1564.TO,1984,36914804
FRA,SP.POP.1564.TO,1985,37312822
FRA,SP.POP.1564.TO,1986,37554316
FRA,SP.POP.1564.TO,1987,37793565
FRA,SP.POP.1564.TO,1988,38017782
FRA,SP.POP.1564.TO,1989,38209793
FRA,SP.POP.1564.TO,1990,38367296
FRA,SP.POP.1564.TO,1991,38528786
FRA,SP.POP.1564.TO,1992,38644026
FRA,SP.POP.1564.TO,1993,38722754
FRA,SP.POP.1564.TO,1994,38788054
FRA,SP.POP.1564.TO,1995,38869169
FRA,SP.POP.1564.TO,1996,38950892
FRA,SP.POP.1564.TO,1997,39044280
FRA,SP.POP.1564.TO,1998,39159744
FRA,SP.POP.1564.TO,1999,39347712
FRA,SP.POP.1564.TO,2000,39614814
FRA,SP.POP.1564.TO,2001,39876233
FRA,SP.POP.1564.TO,2002,40159945
FRA,SP.POP.1564.TO,2003,40452228
FRA,SP.POP.1564.TO,2004,40764786
FRA,SP.POP.1564.TO,2005,41088277
FRA,SP.POP.1564.TO,2006,41357728
FRA,SP.POP.1564.TO,2007,41605999
FRA,SP.POP.1564.TO,2008,41819125
FRA,SP.POP.1564.TO,2009,41971520
FRA,SP.POP.1564.TO,2010,42053370
FRA,SP.POP.1564.TO,2011,42065649
FRA,SP.POP.1564.TO,2012,42019757
FRA,SP.POP.1564.TO,2013,41950713
FRA,SP.POP.1564.TO,2014,41871250
FRA,SP.POP.1564.TO,2015,41798307
FRA,SP.POP.1564.TO,2016,41767527
FRA,SP.POP.1564.TO,2017,41604279
FRA,SP.POP.1564.TO,2018,41538060
FRA,SP.POP.65UP.TO,1960,5431924
FRA,SP.POP.65UP.TO,1961,5537260
FRA,SP.POP.65UP.TO,1962,5654168
FRA,SP.POP.65UP.TO,1963,5779621
FRA,SP.POP.65UP.TO,1964,5906291
FRA,SP.POP.65UP.TO,1965,6030106
FRA,SP.POP.65UP.TO,1966,6176308
FRA,SP.POP.65UP.TO,1967,6315071
FRA,SP.POP.65UP.TO,1968,6445207
FRA,SP.POP.65UP.TO,1969,6566302
FRA,SP.POP.65UP.TO,1970,6679046
FRA,SP.POP.65UP.TO,1971,6821956
FRA,SP.POP.65UP.TO,1972,6948039
FRA,SP.POP.65UP.TO,1973,7060580
FRA,SP.POP.65UP.TO,1974,7165157
FRA,SP.POP.65UP.TO,1975,7263708
FRA,SP.POP.65UP.TO,1976,7389803
FRA,SP.POP.65UP.TO,1977,7517272
FRA,SP.POP.65UP.TO,1978,7626239
FRA,SP.POP.65UP.TO,1979,7684231
FRA,SP.POP.65UP.TO,1980,7676406
FRA,SP.POP.65UP.TO,1981,7645929
FRA,SP.POP.65UP.TO,1982,7543518
FRA,SP.POP.65UP.TO,1983,7415921
FRA,SP.POP.65UP.TO,1984,7330906
FRA,SP.POP.65UP.TO,1985,7325866
FRA,SP.POP.65UP.TO,1986,7414589
FRA,SP.POP.65UP.TO,1987,7578147
FRA,SP.POP.65UP.TO,1988,7786882
FRA,SP.POP.65UP.TO,1989,7994204
FRA,SP.POP.65UP.TO,1990,8173977
FRA,SP.POP.65UP.TO,1991,8382292
FRA,SP.POP.65UP.TO,1992,8563476
FRA,SP.POP.65UP.TO,1993,8723114
FRA,SP.POP.65UP.TO,1994,8873879
FRA,SP.POP.65UP.TO,1995,9026724
FRA,SP.POP.65UP.TO,1996,9186162
FRA,SP.POP.65UP.TO,1997,9337781
FRA,SP.POP.65UP.TO,1998,9482291
FRA,SP.POP.65UP.TO,1999,9629375
FRA,SP.POP.65UP.TO,2000,9780945
FRA,SP.POP.65UP.TO,2001,9921083
FRA,SP.POP.65UP.TO,2002,10055839
FRA,SP.POP.65UP.TO,2003,10181452
FRA,SP.POP.65UP.TO,2004,10298427
FRA,SP.POP.65UP.TO,2005,10406839
FRA,SP.POP.65UP.TO,2006,10506632
FRA,SP.POP.65UP.TO,2007,10579718
FRA,SP.POP.65UP.TO,2008,10653763
FRA,SP.POP.65UP.TO,2009,10770641
FRA,SP.POP.65UP.TO,2010,10958456
FRA,SP.POP.65UP.TO,2011,11196671
FRA,SP.POP.65UP.TO,2012,11501590
FRA,SP.POP.65UP.TO,2013,11859164
FRA,SP.POP.65UP.TO,2014,12225941
FRA,SP.POP.65UP.TO,2015,12573570
FRA,SP.POP.65UP.TO,2016,12893321
FRA,SP.POP.65UP.TO,2017,13151703
FRA,SP.POP.65UP.TO,2018,13420643
GRC,SP.POP.TOTL,1960,8331725
GRC,SP.POP.TOTL,1961,8398050
GRC,SP.POP.TOTL,1962,8448233
GRC,SP.POP.TOTL,1963,8479625
GRC,SP.POP.TOTL,1964,8510429
GRC,SP.POP.TOTL,1965,8550333
GRC,SP.POP.TOTL,1966,8613651
GRC,SP.POP.TOTL,1967,8684088
GRC,SP.POP.TOTL,1968,8740765
GRC,SP.POP.TOTL,1969,8772764
GRC,SP.POP.TOTL,1970,8792806
GRC,SP.POP.TOTL,1971,8831036
GRC,SP.POP.TOTL,1972,8888628
GRC,SP.POP.TOTL,1973,8929086
GRC,SP.POP.TOTL,1974,8962022
GRC,SP.POP.TOTL,1975,9046541
GRC,SP.POP.TOTL,1976,9188150
GRC,SP.POP.TOTL,1977,9308479
GRC,SP.POP.TOTL,1978,9429959
GRC,SP.POP.TOTL,1979,9548258
GRC,SP.POP.TOTL,1980,9642505
GRC,SP.POP.TOTL,1981,9729350
GRC,SP.POP.TOTL,1982,9789513
GRC,SP.POP.TOTL,1983,9846627
GRC,SP.POP.TOTL,1984,9895801
GRC,SP.POP.TOTL,1985,9934300
GRC,SP.POP.TOTL,1986,9967213
GRC,SP.POP.TOTL,1987,10000595
GRC,SP.POP.TOTL,1988,10036983
GRC,SP.POP.TOTL,1989,10089498
GRC,SP.POP.TOTL,1990,10196792
GRC,SP.POP.TOTL,1991,10319927
GRC,SP.POP.TOTL,1992,10399061
GRC,SP.POP.TOTL,1993,10460415
GRC,SP.POP.TOTL,1994,10512922
GRC,SP.POP.TOTL,1995,10562153
GRC,SP.POP.TOTL,1996,10608800
GRC,SP.POP.TOTL,1997,10661259
GRC,SP.POP.TOTL,1998,10720509
GRC,SP.POP.TOTL,1999,10761698
GRC,SP.POP.TOTL,2000,10805808
GRC,SP.POP.TOTL,2001,10862132
GRC,SP.POP.TOTL,2002,10902022
GRC,SP.POP.TOTL,2003,10928070
GRC,SP.POP.TOTL,2004,10955141
GRC,SP.POP.TOTL,2005,10987314
GRC,SP.POP.TOTL,2006,11020362
GRC,SP.POP.TOTL,2007,11048473
GRC,SP.POP.TOTL,2008,11077841
GRC,SP.POP.TOTL,2009,11107017
GRC,SP.POP.TOTL,2010,11121341
GRC,SP.POP.TOTL,2011,11104899
GRC,SP.POP.TOTL,2012,11045011
GRC,SP.POP.TOTL,2013,10965211
GRC,SP.POP.TOTL,2014,10892413
GRC,SP.POP.TOTL,2015,10820883
GRC,SP.POP.TOTL,2016,10775971
GRC,SP.POP.TOTL,2017,10754679
GRC,SP.POP.TOTL,2018,10727668
GRC,SP.DYN.LE00.IN,1960,68.1639024390244
GRC,SP.DYN.LE00.IN,1961,68.5486341463415
GRC,SP.DYN.LE00.IN,1962,68.8922682926829
GRC,SP.DYN.LE00.IN,1963,69.1857073170732
GRC,SP.DYN.LE00.IN,1964,69.4294390243902
GRC,SP.DYN.LE00.IN,1965,69.638
GRC,SP.DYN.LE00.IN,1966,69.8374634146341
GRC,SP.DYN.LE00.IN,1967,70.0524634146342
GRC,SP.DYN.LE00.IN,1968,70.3025609756098
GRC,SP.DYN.LE00.IN,1969,70.5892926829268
GRC,SP.DYN.LE00.IN,1970,70.9036341463415
GRC,SP.DYN.LE00.IN,1971,71.2265609756098
GRC,SP.DYN.LE00.IN,1972,71.535
GRC,SP.DYN.LE00.IN,1973,71.8148536585366
GRC,SP.DYN.LE00.IN,1974,72.0646341463415
GRC,SP.DYN.LE00.IN,1975,72.2937073170732
GRC,SP.DYN.LE00.IN,1976,72.5195609756098
GRC,SP.DYN.LE00.IN,1977,72.7616585365854
GRC,SP.DYN.LE00.IN,1978,73.0310731707317
GRC,SP.DYN.LE00.IN,1979,73.3293658536585
GRC,SP.DYN.LE00.IN,1980,73.6471463414634
GRC,SP.DYN.LE00.IN,1981,73.9694878048781
GRC,SP.DYN.LE00.IN,1982,74.279
GRC,SP.DYN.LE00.IN,1983,74.5658536585366
GRC,SP.DYN.LE00.IN,1984,74.8291219512195
GRC,SP.DYN.LE00.IN,1985,75.078512195122
GRC,SP.DYN.LE00.IN,1986,75.3297073170732
GRC,SP.DYN.LE00.IN,1987,75.5981463414634
GRC,SP.DYN.LE00.IN,1988,75.891243902439
GRC,SP.DYN.LE00.IN,1989,76.6878048780488
GRC,SP.DYN.LE00.IN,1990,76.9390243902439
GRC,SP.DYN.LE00.IN,1991,77.1365853658537
GRC,SP.DYN.LE00.IN,1992,77.3829268292683
GRC,SP.DYN.LE00.IN,1993,77.390243902439
GRC,SP.DYN.LE00.IN,1994,77.6390243902439
GRC,SP.DYN.LE00.IN,1995,77.5853658536585
GRC,SP.DYN.LE00.IN,1996,77.6853658536585
GRC,SP.DYN.LE00.IN,1997,78.1365853658537
GRC,SP.DYN.LE00.IN,1998,77.8390243902439
GRC,SP.DYN.LE00.IN,1999,77.9878048780488
GRC,SP.DYN.LE00.IN,2000,77.8878048780488
GRC,SP.DYN.LE00.IN,2001,78.3878048780488
GRC,SP.DYN.LE00.IN,2002,78.6414634146341
GRC,SP.DYN.LE00.IN,2003,78.8414634146341
GRC,SP.DYN.LE00.IN,2004,79.0390243902439
GRC,SP.DYN.LE00.IN,2005,79.2390243902439
GRC,SP.DYN.LE00.IN,2006,79.4390243902439
GRC,SP.DYN.LE00.IN,2007,79.4390243902439
GRC,SP.DYN.LE00.IN,2008,79.9390243902439
GRC,SP.DYN.LE00.IN,2009,80.1878048780488
GRC,SP.DYN.LE00.IN,2010,80.3878048780488
GRC,SP.DYN.LE00.IN,2011,80.7317073170732
GRC,SP.DYN.LE00.IN,2012,80.6341463414634
GRC,SP.DYN.LE00.IN,2013,81.2853658536585
GRC,SP.DYN.LE00.IN,2014,81.3853658536585
GRC,SP.DYN.LE00.IN,2015,81.0365853658537
GRC,SP.DYN.LE00.IN,2016,81.3878048780488
GRC,SP.DYN.LE00.IN,2017,81.3878048780488
GRC,NY.GDP.MKTP.KD.ZG,1961,13.2038411934427
GRC,NY.GDP.MKTP.KD.ZG,1962,0.364810538216716
GRC,NY.GDP.MKTP.KD.ZG,1963,11.8448676740362
GRC,NY.GDP.MKTP.KD.ZG,1964,9.40967663829282
GRC,NY.GDP.MKTP.KD.ZG,1965,10.7680105057905
GRC,NY.GDP.MKTP.KD.ZG,1966,6.49450234707547
GRC,NY.GDP.MKTP.KD.ZG,1967,5.66948546671586
GRC,NY.GDP.MKTP.KD.ZG,1968,7.20371890047187
GRC,NY.GDP.MKTP.KD.ZG,1969,11.5636672907284
GRC,NY.GDP.MKTP.KD.ZG,1970,8.93058075921299
GRC,NY.GDP.MKTP.KD.ZG,1971,7.84117693362568
GRC,NY.GDP.MKTP.KD.ZG,1972,10.1601512031329
GRC,NY.GDP.MKTP.KD.ZG,1973,8.09237860179488
GRC,NY.GDP.MKTP.KD.ZG,1974,-6.43824054159336
GRC,NY.GDP.MKTP.KD.ZG,1975,6.3668086173942
GRC,NY.GDP.MKTP.KD.ZG,1976,6.85189802733133
GRC,NY.GDP.MKTP.KD.ZG,1977,2.94100169179148
GRC,NY.GDP.MKTP.KD.ZG,1978,7.24686333636429
GRC,NY.GDP.MKTP.KD.ZG,1979,3.28208019565952
GRC,NY.GDP.MKTP.KD.ZG,1980,0.67713108680006
GRC,NY.GDP.MKTP.KD.ZG,1981,-1.55372122575402
GRC,NY.GDP.MKTP.KD.ZG,1982,-1.13264755351396
GRC,NY.GDP.MKTP.KD.ZG,1983,-1.07862233482605
GRC,NY.GDP.MKTP.KD.ZG,1984,2.01058038462305
GRC,NY.GDP.MKTP.KD.ZG,1985,2.5095565350787
GRC,NY.GDP.MKTP.KD.ZG,1986,0.517660118748253
GRC,NY.GDP.MKTP.KD.ZG,1987,-2.25886349705429
GRC,NY.GDP.MKTP.KD.ZG,1988,4.28786164850648
GRC,NY.GDP.MKTP.KD.ZG,1989,3.79999999564986
GRC,NY.GDP.MKTP.KD.ZG,1990,0
GRC,NY.GDP.MKTP.KD.ZG,1991,3.09999998861477
GRC,NY.GDP.MKTP.KD.ZG,1992,0.70000000474235
GRC,NY.GDP.MKTP.KD.ZG,1993,-1.59999996232489
GRC,NY.GDP.MKTP.KD.ZG,1994,2.00000002461354
GRC,NY.GDP.MKTP.KD.ZG,1995,2.09971974391323
GRC,NY.GDP.MKTP.KD.ZG,1996,2.86212890949049
GRC,NY.GDP.MKTP.KD.ZG,1997,4.48419908217453
GRC,NY.GDP.MKTP.KD.ZG,1998,3.89490478020595
GRC,NY.GDP.MKTP.KD.ZG,1999,3.0725966881793
GRC,NY.GDP.MKTP.KD.ZG,2000,3.9197707576146
GRC,NY.GDP.MKTP.KD.ZG,2001,4.13161208119371
GRC,NY.GDP.MKTP.KD.ZG,2002,3.92287181307964
GRC,NY.GDP.MKTP.KD.ZG,2003,5.79453123883324
GRC,NY.GDP.MKTP.KD.ZG,2004,5.0609926100659
GRC,NY.GDP.MKTP.KD.ZG,2005,0.599142080317989
GRC,NY.GDP.MKTP.KD.ZG,2006,5.65243366900454
GRC,NY.GDP.MKTP.KD.ZG,2007,3.27374690375697
GRC,NY.GDP.MKTP.KD.ZG,2008,-0.335172576683306
GRC,NY.GDP.MKTP.KD.ZG,2009,-4.3007336610621
GRC,NY.GDP.MKTP.KD.ZG,2010,-5.47903710212778
GRC,NY.GDP.MKTP.KD.ZG,2011,-9.13249412984462
GRC,NY.GDP.MKTP.KD.ZG,2012,-7.30049396069786
GRC,NY.GDP.MKTP.KD.ZG,2013,-3.24142505601294
GRC,NY.GDP.MKTP.KD.ZG,2014,0.739777138557756
GRC,NY.GDP.MKTP.KD.ZG,2015,-0.43783393784453
GRC,NY.GDP.MKTP.KD.ZG,2016,-0.190952295750137
GRC,NY.GDP.MKTP.KD.ZG,2017,1.50509933940322
GRC,NY.GDP.MKTP.KD.ZG,2018,1.93437082746027
GRC,NY.GNP.PCAP.CD,1962,620
GRC,NY.GNP.PCAP.CD,1963,700
GRC,NY.GNP.PCAP.CD,1964,790
GRC,NY.GNP.PCAP.CD,1965,900
GRC,NY.GNP.PCAP.CD,1966,1000
GRC,NY.GNP.PCAP.CD,1967,1090
GRC,NY.GNP.PCAP.CD,1968,1200
GRC,NY.GNP.PCAP.CD,1969,1370
GRC,NY.GNP.PCAP.CD,1970,1540
GRC,NY.GNP.PCAP.CD,1971,1720
GRC,NY.GNP.PCAP.CD,1972,2000
GRC,NY.GNP.PCAP.CD,1973,2490
GRC,NY.GNP.PCAP.CD,1974,2850
GRC,NY.GNP.PCAP.CD,1975,3480
GRC,NY.GNP.PCAP.CD,1976,3750
GRC,NY.GNP.PCAP.CD,1977,3940
GRC,NY.GNP.PCAP.CD,1978,4600
GRC,NY.GNP.PCAP.CD,1979,5650
GRC,NY.GNP.PCAP.CD,1980,6500
GRC,NY.GNP.PCAP.CD,1981,6370
GRC,NY.GNP.PCAP.CD,1982,5910
GRC,NY.GNP.PCAP.CD,1983,5280
GRC,NY.GNP.PCAP.CD,1984,5140
GRC,NY.GNP.PCAP.CD,1985,5010
GRC,NY.GNP.PCAP.CD,1986,5360
GRC,NY.GNP.PCAP.CD,1987,6130
GRC,NY.GNP.PCAP.CD,1988,7590
GRC,NY.GNP.PCAP.CD,1989,8310
GRC,NY.GNP.PCAP.CD,1990,8970
GRC,NY.GNP.PCAP.CD,1991,9850
GRC,NY.GNP.PCAP.CD,1992,11200
GRC,NY.GNP.PCAP.CD,1993,11140
GRC,NY.GNP.PCAP.CD,1994,11610
GRC,NY.GNP.PCAP.CD,1995,12410
GRC,NY.GNP.PCAP.CD,1996,13430
GRC,NY.GNP.PCAP.CD,1997,14100
GRC,NY.GNP.PCAP.CD,1998,13810
GRC,NY.GNP.PCAP.CD,1999,13380
GRC,NY.GNP.PCAP.CD,2000,13330
GRC,NY.GNP.PCAP.CD,2001,13070
GRC,NY.GNP.PCAP.CD,2002,13150
GRC,NY.GNP.PCAP.CD,2003,15700
GRC,NY.GNP.PCAP.CD,2004,19580
GRC,NY.GNP.PCAP.CD,2005,22760
GRC,NY.GNP.PCAP.CD,2006,24550
GRC,NY.GNP.PCAP.CD,2007,26350
GRC,NY.GNP.PCAP.CD,2008,28660
GRC,NY.GNP.PCAP.CD,2009,29330
GRC,NY.GNP.PCAP.CD,2010,27660
GRC,NY.GNP.PCAP.CD,2011,24930
GRC,NY.GNP.PCAP.CD,2012,23500
GRC,NY.GNP.PCAP.CD,2013,22540
GRC,NY.GNP.PCAP.CD,2014,22180
GRC,NY.GNP.PCAP.CD,2015,20320
GRC,NY.GNP.PCAP.CD,2016,18890
GRC,NY.GNP.PCAP.CD,2017,18340
GRC,NY.GNP.PCAP.CD,2018,19770
GRC,SP.DYN.CDRT.IN,1960,7.3
GRC,SP.DYN.CDRT.IN,1961,7.6
GRC,SP.DYN.CDRT.IN,1962,7.9
GRC,SP.DYN.CDRT.IN,1963,7.9
GRC,SP.DYN.CDRT.IN,1964,8.2
GRC,SP.DYN.CDRT.IN,1965,7.9
GRC,SP.DYN.CDRT.IN,1966,7.9
GRC,SP.DYN.CDRT.IN,1967,8.3
GRC,SP.DYN.CDRT.IN,1968,8.4
GRC,SP.DYN.CDRT.IN,1969,8.2
GRC,SP.DYN.CDRT.IN,1970,8.4
GRC,SP.DYN.CDRT.IN,1971,8.4
GRC,SP.DYN.CDRT.IN,1972,8.6
GRC,SP.DYN.CDRT.IN,1973,8.7
GRC,SP.DYN.CDRT.IN,1974,8.5
GRC,SP.DYN.CDRT.IN,1975,8.9
GRC,SP.DYN.CDRT.IN,1976,8.9
GRC,SP.DYN.CDRT.IN,1977,9
GRC,SP.DYN.CDRT.IN,1978,8.7
GRC,SP.DYN.CDRT.IN,1979,8.6
GRC,SP.DYN.CDRT.IN,1980,9.1
GRC,SP.DYN.CDRT.IN,1981,8.9
GRC,SP.DYN.CDRT.IN,1982,8.8
GRC,SP.DYN.CDRT.IN,1983,9.2
GRC,SP.DYN.CDRT.IN,1984,8.9
GRC,SP.DYN.CDRT.IN,1985,9.4
GRC,SP.DYN.CDRT.IN,1986,9.2
GRC,SP.DYN.CDRT.IN,1987,9.6
GRC,SP.DYN.CDRT.IN,1988,9.2
GRC,SP.DYN.CDRT.IN,1989,9.2
GRC,SP.DYN.CDRT.IN,1990,9.2
GRC,SP.DYN.CDRT.IN,1991,9.3
GRC,SP.DYN.CDRT.IN,1992,9.4
GRC,SP.DYN.CDRT.IN,1993,9.3
GRC,SP.DYN.CDRT.IN,1994,9.3
GRC,SP.DYN.CDRT.IN,1995,9.5
GRC,SP.DYN.CDRT.IN,1996,9.5
GRC,SP.DYN.CDRT.IN,1997,9.4
GRC,SP.DYN.CDRT.IN,1998,9.6
GRC,SP.DYN.CDRT.IN,1999,9.6
GRC,SP.DYN.CDRT.IN,2000,9.7
GRC,SP.DYN.CDRT.IN,2001,9.4
GRC,SP.DYN.CDRT.IN,2002,9.5
GRC,SP.DYN.CDRT.IN,2003,9.7
GRC,SP.DYN.CDRT.IN,2004,9.6
GRC,SP.DYN.CDRT.IN,2005,9.6
GRC,SP.DYN.CDRT.IN,2006,9.6
GRC,SP.DYN.CDRT.IN,2007,9.9
GRC,SP.DYN.CDRT.IN,2008,9.7
GRC,SP.DYN.CDRT.IN,2009,9.8
GRC,SP.DYN.CDRT.IN,2010,9.8
GRC,SP.DYN.CDRT.IN,2011,10
GRC,SP.DYN.CDRT.IN,2012,10.6
GRC,SP.DYN.CDRT.IN,2013,10.2
GRC,SP.DYN.CDRT.IN,2014,10.4
GRC,SP.DYN.CDRT.IN,2015,11.2
GRC,SP.DYN.CDRT.IN,2016,11
GRC,SP.DYN.CDRT.IN,2017,11.6
GRC,SP.DYN.CBRT.IN,1960,18.9
GRC,SP.DYN.CBRT.IN,1961,17.9
GRC,SP.DYN.CBRT.IN,1962,18
GRC,SP.DYN.CBRT.IN,1963,17.5
GRC,SP.DYN.CBRT.IN,1964,18
GRC,SP.DYN.CBRT.IN,1965,17.7
GRC,SP.DYN.CBRT.IN,1966,18
GRC,SP.DYN.CBRT.IN,1967,18.8
GRC,SP.DYN.CBRT.IN,1968,18.4
GRC,SP.DYN.CBRT.IN,1969,17.6
GRC,SP.DYN.CBRT.IN,1970,16.5
GRC,SP.DYN.CBRT.IN,1971,16
GRC,SP.DYN.CBRT.IN,1972,15.9
GRC,SP.DYN.CBRT.IN,1973,15.4
GRC,SP.DYN.CBRT.IN,1974,16.1
GRC,SP.DYN.CBRT.IN,1975,15.7
GRC,SP.DYN.CBRT.IN,1976,16
GRC,SP.DYN.CBRT.IN,1977,15.4
GRC,SP.DYN.CBRT.IN,1978,15.5
GRC,SP.DYN.CBRT.IN,1979,15.5
GRC,SP.DYN.CBRT.IN,1980,15.4
GRC,SP.DYN.CBRT.IN,1981,14.5
GRC,SP.DYN.CBRT.IN,1982,14
GRC,SP.DYN.CBRT.IN,1983,13.5
GRC,SP.DYN.CBRT.IN,1984,12.7
GRC,SP.DYN.CBRT.IN,1985,11.7
GRC,SP.DYN.CBRT.IN,1986,11.3
GRC,SP.DYN.CBRT.IN,1987,10.6
GRC,SP.DYN.CBRT.IN,1988,10.7
GRC,SP.DYN.CBRT.IN,1989,10.1
GRC,SP.DYN.CBRT.IN,1990,10
GRC,SP.DYN.CBRT.IN,1991,9.9
GRC,SP.DYN.CBRT.IN,1992,10
GRC,SP.DYN.CBRT.IN,1993,9.7
GRC,SP.DYN.CBRT.IN,1994,9.9
GRC,SP.DYN.CBRT.IN,1995,9.6
GRC,SP.DYN.CBRT.IN,1996,9.5
GRC,SP.DYN.CBRT.IN,1997,9.6
GRC,SP.DYN.CBRT.IN,1998,9.4
GRC,SP.DYN.CBRT.IN,1999,9.4
GRC,SP.DYN.CBRT.IN,2000,9.6
GRC,SP.DYN.CBRT.IN,2001,9.4
GRC,SP.DYN.CBRT.IN,2002,9.5
GRC,SP.DYN.CBRT.IN,2003,9.6
GRC,SP.DYN.CBRT.IN,2004,9.6
GRC,SP.DYN.CBRT.IN,2005,9.8
GRC,SP.DYN.CBRT.IN,2006,10.2
GRC,SP.DYN.CBRT.IN,2007,10.1
GRC,SP.DYN.CBRT.IN,2008,10.7
GRC,SP.DYN.CBRT.IN,2009,10.6
GRC,SP.DYN.CBRT.IN,2010,10.3
GRC,SP.DYN.CBRT.IN,2011,9.6
GRC,SP.DYN.CBRT.IN,2012,9.1
GRC,SP.DYN.CBRT.IN,2013,8.6
GRC,SP.DYN.CBRT.IN,2014,8.5
GRC,SP.DYN.CBRT.IN,2015,8.5
GRC,SP.DYN.CBRT.IN,2016,8.6
GRC,SP.DYN.CBRT.IN,2017,8.2
GRC,SP.DYN.TFRT.IN,1960,2.23
GRC,SP.DYN.TFRT.IN,1961,2.13
GRC,SP.DYN.TFRT.IN,1962,2.16
GRC,SP.DYN.TFRT.IN,1963,2.14
GRC,SP.DYN.TFRT.IN,1964,2.24
GRC,SP.DYN.TFRT.IN,1965,2.25
GRC,SP.DYN.TFRT.IN,1966,2.32
GRC,SP.DYN.TFRT.IN,1967,2.45
GRC,SP.DYN.TFRT.IN,1968,2.42
GRC,SP.DYN.TFRT.IN,1969,2.36
GRC,SP.DYN.TFRT.IN,1970,2.4
GRC,SP.DYN.TFRT.IN,1971,2.32
GRC,SP.DYN.TFRT.IN,1972,2.32
GRC,SP.DYN.TFRT.IN,1973,2.27
GRC,SP.DYN.TFRT.IN,1974,2.38
GRC,SP.DYN.TFRT.IN,1975,2.33
GRC,SP.DYN.TFRT.IN,1976,2.35
GRC,SP.DYN.TFRT.IN,1977,2.27
GRC,SP.DYN.TFRT.IN,1978,2.28
GRC,SP.DYN.TFRT.IN,1979,2.26
GRC,SP.DYN.TFRT.IN,1980,2.23
GRC,SP.DYN.TFRT.IN,1981,2.09
GRC,SP.DYN.TFRT.IN,1982,2.03
GRC,SP.DYN.TFRT.IN,1983,1.94
GRC,SP.DYN.TFRT.IN,1984,1.83
GRC,SP.DYN.TFRT.IN,1985,1.67
GRC,SP.DYN.TFRT.IN,1986,1.6
GRC,SP.DYN.TFRT.IN,1987,1.5
GRC,SP.DYN.TFRT.IN,1988,1.5
